
=== Sheet: 00_总目录 ===
大梁江湖TRPG 大小样库						
生成日期	2026年6月19日					
说明	合并近期已确定口径的小样库；各库保持独立工作表，便于后续扩容为正式数据库。					
库名	来源文件	合并工作表数	合并后工作表前缀	当前口径	备注	
内功	内功库小样本_修正版_2026年6月19日.xlsx	6	内功	内功运算口径：六根值×系数+加值，产出表属性贡献与取气值；开发者平衡单独存放。		
招式	招式库小样本_单表版_2026年6月19日.xlsx	5	招式	招式口径：成招→基础效果→槽值触发→响应→落果；起式低门槛，式与势只归招式。		
装备	装备库小样本_2026年6月19日.xlsx	8	装备	装备口径：武器、护甲、佩饰、器具；可直接给表属性、常规气骰、临时气骰与许可。	谱本不放文书库；装备库做完后需回滚招式库的持握/装备许可字段。	
药物	药物库小样本_修正版_2026年6月19日.xlsx	6	药物	药物口径：效果必须有明确数值、时点和落果；不写模糊风险或压力。		
坐骑	坐骑载具库小样本_2026年6月19日.xlsx	6	坐骑	坐骑载具口径：处理移动、载重、追逐、逃离、状态与临时气骰。		
文书	文书物品库小样本_2026年6月19日.xlsx	6	文书	文书物品口径：处理身份、通行、证物、账册、地图等；谱本另归外功法门/武艺成长。		
库名	来源文件	源工作表	合并后工作表	数据行数	列数	口径
内功	内功库小样本_修正版_2026年6月19日.xlsx	01_总览	内功_01_总览	6	13	内功运算口径：六根值×系数+加值，产出表属性贡献与取气值；开发者平衡单独存放。
内功	内功库小样本_修正版_2026年6月19日.xlsx	02_表属性运算	内功_02_表属性运算	75	12	内功运算口径：六根值×系数+加值，产出表属性贡献与取气值；开发者平衡单独存放。
内功	内功库小样本_修正版_2026年6月19日.xlsx	03_取气运算	内功_03_取气运算	75	14	内功运算口径：六根值×系数+加值，产出表属性贡献与取气值；开发者平衡单独存放。
内功	内功库小样本_修正版_2026年6月19日.xlsx	04_取气映射	内功_04_取气映射	10	6	内功运算口径：六根值×系数+加值，产出表属性贡献与取气值；开发者平衡单独存放。
内功	内功库小样本_修正版_2026年6月19日.xlsx	05_被动	内功_05_被动	12	9	内功运算口径：六根值×系数+加值，产出表属性贡献与取气值；开发者平衡单独存放。
内功	内功库小样本_修正版_2026年6月19日.xlsx	06_开发者平衡	内功_06_开发者平衡	6	15	内功运算口径：六根值×系数+加值，产出表属性贡献与取气值；开发者平衡单独存放。
招式	招式库小样本_单表版_2026年6月19日.xlsx	01_招式主视图	招式_01_招式主视图	23	21	招式口径：成招→基础效果→槽值触发→响应→落果；起式低门槛，式与势只归招式。
招式	招式库小样本_单表版_2026年6月19日.xlsx	02_槽值触发明细	招式_02_槽值触发明细	42	9	招式口径：成招→基础效果→槽值触发→响应→落果；起式低门槛，式与势只归招式。
招式	招式库小样本_单表版_2026年6月19日.xlsx	03_便行与随手便行	招式_03_便行与随手便行	9	10	招式口径：成招→基础效果→槽值触发→响应→落果；起式低门槛，式与势只归招式。
招式	招式库小样本_单表版_2026年6月19日.xlsx	04_强度标尺	招式_04_强度标尺	9	6	招式口径：成招→基础效果→槽值触发→响应→落果；起式低门槛，式与势只归招式。
招式	招式库小样本_单表版_2026年6月19日.xlsx	05_数据字典	招式_05_数据字典	9	4	招式口径：成招→基础效果→槽值触发→响应→落果；起式低门槛，式与势只归招式。
装备	装备库小样本_2026年6月19日.xlsx	01_装备主表	装备_01_装备主表	19	14	装备口径：武器、护甲、佩饰、器具；可直接给表属性、常规气骰、临时气骰与许可。
装备	装备库小样本_2026年6月19日.xlsx	02_表属性贡献	装备_02_表属性贡献	11	7	装备口径：武器、护甲、佩饰、器具；可直接给表属性、常规气骰、临时气骰与许可。
装备	装备库小样本_2026年6月19日.xlsx	03_常规气骰	装备_03_常规气骰	3	11	装备口径：武器、护甲、佩饰、器具；可直接给表属性、常规气骰、临时气骰与许可。
装备	装备库小样本_2026年6月19日.xlsx	04_临时气骰	装备_04_临时气骰	4	11	装备口径：武器、护甲、佩饰、器具；可直接给表属性、常规气骰、临时气骰与许可。
装备	装备库小样本_2026年6月19日.xlsx	05_装备许可	装备_05_装备许可	16	7	装备口径：武器、护甲、佩饰、器具；可直接给表属性、常规气骰、临时气骰与许可。
装备	装备库小样本_2026年6月19日.xlsx	06_被动与状态	装备_06_被动与状态	6	7	装备口径：武器、护甲、佩饰、器具；可直接给表属性、常规气骰、临时气骰与许可。
装备	装备库小样本_2026年6月19日.xlsx	07_开发者平衡	装备_07_开发者平衡	11	11	装备口径：武器、护甲、佩饰、器具；可直接给表属性、常规气骰、临时气骰与许可。
装备	装备库小样本_2026年6月19日.xlsx	08_字典	装备_08_字典	13	3	装备口径：武器、护甲、佩饰、器具；可直接给表属性、常规气骰、临时气骰与许可。
药物	药物库小样本_修正版_2026年6月19日.xlsx	01_药物主表	药物_01_药物主表	13	11	药物口径：效果必须有明确数值、时点和落果；不写模糊风险或压力。
药物	药物库小样本_修正版_2026年6月19日.xlsx	02_效果明细	药物_02_效果明细	13	9	药物口径：效果必须有明确数值、时点和落果；不写模糊风险或压力。
药物	药物库小样本_修正版_2026年6月19日.xlsx	03_临时气骰	药物_03_临时气骰	3	10	药物口径：效果必须有明确数值、时点和落果；不写模糊风险或压力。
药物	药物库小样本_修正版_2026年6月19日.xlsx	04_代价限制	药物_04_代价限制	4	6	药物口径：效果必须有明确数值、时点和落果；不写模糊风险或压力。
药物	药物库小样本_修正版_2026年6月19日.xlsx	05_开发者平衡	药物_05_开发者平衡	13	10	药物口径：效果必须有明确数值、时点和落果；不写模糊风险或压力。
药物	药物库小样本_修正版_2026年6月19日.xlsx	06_口径字典	药物_06_口径字典	7	2	药物口径：效果必须有明确数值、时点和落果；不写模糊风险或压力。
坐骑	坐骑载具库小样本_2026年6月19日.xlsx	01_坐骑载具主表	坐骑_01_坐骑载具主表	10	12	坐骑载具口径：处理移动、载重、追逐、逃离、状态与临时气骰。
坐骑	坐骑载具库小样本_2026年6月19日.xlsx	02_效果明细	坐骑_02_效果明细	10	8	坐骑载具口径：处理移动、载重、追逐、逃离、状态与临时气骰。
坐骑	坐骑载具库小样本_2026年6月19日.xlsx	03_临时气骰	坐骑_03_临时气骰	2	10	坐骑载具口径：处理移动、载重、追逐、逃离、状态与临时气骰。
坐骑	坐骑载具库小样本_2026年6月19日.xlsx	04_状态规则	坐骑_04_状态规则	6	4	坐骑载具口径：处理移动、载重、追逐、逃离、状态与临时气骰。
坐骑	坐骑载具库小样本_2026年6月19日.xlsx	05_开发者平衡	坐骑_05_开发者平衡	10	10	坐骑载具口径：处理移动、载重、追逐、逃离、状态与临时气骰。
坐骑	坐骑载具库小样本_2026年6月19日.xlsx	06_口径字典	坐骑_06_口径字典	4	2	坐骑载具口径：处理移动、载重、追逐、逃离、状态与临时气骰。
文书	文书物品库小样本_2026年6月19日.xlsx	01_文书物品主表	文书_01_文书物品主表	12	11	文书物品口径：处理身份、通行、证物、账册、地图等；谱本另归外功法门/武艺成长。
文书	文书物品库小样本_2026年6月19日.xlsx	02_效果明细	文书_02_效果明细	12	8	文书物品口径：处理身份、通行、证物、账册、地图等；谱本另归外功法门/武艺成长。
文书	文书物品库小样本_2026年6月19日.xlsx	03_查验限制	文书_03_查验限制	6	5	文书物品口径：处理身份、通行、证物、账册、地图等；谱本另归外功法门/武艺成长。
文书	文书物品库小样本_2026年6月19日.xlsx	04_资源状态	文书_04_资源状态	6	3	文书物品口径：处理身份、通行、证物、账册、地图等；谱本另归外功法门/武艺成长。
文书	文书物品库小样本_2026年6月19日.xlsx	05_开发者平衡	文书_05_开发者平衡	12	9	文书物品口径：处理身份、通行、证物、账册、地图等；谱本另归外功法门/武艺成长。
文书	文书物品库小样本_2026年6月19日.xlsx	06_口径字典	文书_06_口径字典	5	2	文书物品口径：处理身份、通行、证物、账册、地图等；谱本另归外功法门/武艺成长。

=== Sheet: 00_全局口径 ===
规则对象	确定口径
气骰	统一写“气骰”，不是“气头”。口语可说气头，表格与规则字段一律写气骰。
内功	内功通过读取六根运算，产出表属性贡献和取气值；不写式位，不直接进交锋。
招式	招式包含外功、法门、截击、应招；基础效果固定，槽值触发才读取表属性。
装备	装备库只含武器、护甲、佩饰、器具；药物、文书物品、坐骑载具另库。
武器	武器分主手、副手、双手；盾牌归武器。
护甲	护甲分上装和下装。
佩饰	佩饰最多同时生效1件。
药物	必须写明确数值、时点、落果，不写“压力”“风险”“延缓一次”等模糊字段。
谱本	谱本不放文书物品库，后续归外功、法门、武艺成长体系。
待回滚事项	装备库确定后，回滚招式库：持握方式、装备许可、主副手/双手、脱手/缴械/损坏关闭条件。

=== Sheet: 内功_01_总览 ===
内功ID	内功名	层级	阴阳标签	占窍	占窍数	读取六根组	重数上限	被动摘要	散功处理	并行限制	获取来源	玩家可见说明
NG001	小周天养息功	俗家	中平	丹田	1	顶门、丹田、命门、心口、目窍、步根	三重	三重运行：调息额外取回1枚任意常规气骰；沉淀后弱化为取回1枚最低阶常规气骰。	散功后停止表属性运算与取气运算；若已沉淀，仅保留弱化被动。	无	武馆、镖局、基础师承	基础内功；读全六根；用于让开局每个六根都有作用。
NG002	铁衣伏虎劲	行家	少阳、厚重	命门	1	丹田、命门、心口	四重	运行：每场景第一次承受气血结果时，可先以护体处理2点；高重增强硬抗。	散功后停止护体、取气与气血运算；沉淀后可保留一次轻护体被动。	可选：与极阴禁功并行时关闭沉淀被动	军镇、镖局、拳馆	硬功路线；读得少，所以单根转化强。
NG003	照影观微诀	行家	少阴、轻灵	目窍	1	顶门、目窍、步根	四重	运行：每场景第一次识破失败时，可获得一条明显错误方向；高重改善读谱与查探。	散功后停止观照、身势、阴气取气；沉淀后保留一次读谱误读缓冲。	无	书院、密探、游侠师承	观照与身势路线；适合查探、识破、潜行、截击判断。
NG004	沧澜归息诀	神功	混元、中平	丹田、顶门	2	顶门、丹田、命门、心口、目窍、步根	五重	运行：调息类与行气类条目更稳；圆满后可把一次返照改为指定气性。	散功后停止神功取气与高重运算；沉淀后仅留极弱返照被动。	与血行、毒行禁功并行时需开发者审查	大派核心、剧情谱本	高位均衡神功；占两窍，读全六根，覆盖广但受上限警戒。
NG005	九死燃命经	禁功	极阳、血行	命门、心口	2	命门、心口	五重	运行：濒死前后有强爆发和返气潜力；代价由禁功条目或场景写入。	散功按禁功处理，停止全部运算，并可能写入长期伤势。	不与极阴、清静调息类内功并行	禁传残卷、黑市、剧情	高风险窄读禁功；读两根，所以单根系数高，但必须限制。
NG006	寒江夜行功	俗家	少阴、轻灵	步根	1	目窍、步根、丹田	三重	运行：每场景第一次脱离失败时，不额外获得迟滞；沉淀后改为整身轻修正。	散功后停止身势、观照与阴气取气；沉淀后保留弱化脱离被动。	无	船帮、夜行客、渡口黑市	俗家偏身法；读三根，强于全读基础功的单根效率。

=== Sheet: 内功_02_表属性运算 ===
内功ID	内功名	重数	读取六根	转入表属性	六根值变量	示例六根值	乘数	加值	运算式	示例贡献	口径说明
EQ-T003	开锁针	器具	机关	精良	少阴	工具位	手持	接触	—	细作工具，允许拆锁、机关细作。	完好	匠人、黑市	复杂锁仍需法门。
EQ-T004	绳索	器具	行路	俗用	中平	工具位/背囊	携带/安置	近身/同区域	—	攀爬、捆缚、救人、渡河的基础工具。	完好	市集、船帮	给出手便行与场景许可。

=== Sheet: 装备_02_表属性贡献 ===
装备ID	装备名	表属性	贡献值	生效条件	停止条件	玩家可见
EQ-W002	青锋剑	观照	1	主手持握且完好	脱手、损坏、未持握	是
EQ-W006	九节鞭	身势	1	主手持握且完好	脱手、损坏、未持握	是
EQ-A001	厚布上衣	护体	1	穿戴且完好	脱下、损坏	是
EQ-A002	软皮上甲	护体	2	穿戴且完好	脱下、损坏	是
EQ-A002	软皮上甲	身势	-1	穿戴且完好	脱下、损坏	是
EQ-A003	锁子上甲	护体	4	穿戴且完好	脱下、损坏	是
EQ-A003	锁子上甲	身势	-2	穿戴且完好	脱下、损坏	是
EQ-A004	皮护腿	护体	1	穿戴且完好	脱下、损坏	是
EQ-A005	踏云靴	身势	2	穿戴且完好	脱下、损坏	是
EQ-P001	青玉戒	观照	1	佩戴且完好；佩饰位未被其他佩饰占用	脱下、损坏、佩饰位冲突	是
EQ-P004	黑檀念珠	回气	1	佩戴且完好；佩饰位未被其他佩饰占用	脱下、损坏、佩饰位冲突	是

=== Sheet: 装备_03_常规气骰 ===
装备ID	装备名	气骰名	气性	骰阶	数量	进入区域	生效条件	停止/移除条件	是否可调息	来源记录
EQ-P001	青玉戒	青玉原息	原始	d4	1	气池	佩戴且完好；佩饰位未冲突	脱下、损坏、佩饰位冲突时移除	是	来源=青玉戒
EQ-P004	黑檀念珠	檀定原息	原始	d4	1	气池	佩戴且完好；佩饰位未冲突	脱下、损坏、佩饰位冲突时移除	是	来源=黑檀念珠
EQ-W006	九节鞭	缠影阴息	阴	d4	1	气池	主手持握且完好；行家许可	脱手、损坏、未持握时移除	是	来源=九节鞭

=== Sheet: 装备_04_临时气骰 ===
装备ID	装备名	临时气骰名	气性	骰阶	数量	触发时点	使用限制	使用后去向	恢复条件	是否可调息
EQ-P002	朱砂护符	朱砂阳息	阳	d6	1	每场景一次，宣言前或应招前	只能用于阳槽或护体/压迫相关条目	使用后消失	下一场景恢复	否
EQ-P003	寒纹玉佩	寒纹阴息	阴	d6	1	受到燃烧、火势或热浪影响时	只能用于阴槽、脱离、降危机或抗燃烧条目	使用后消失	下一场景恢复	否
EQ-T001	火折	火光阳息	阳	d4	1	点火或照明出手便行成招后	只能用于本场景下一次查探、驱寒或制造暴露	使用后消失	火折完好且本场景未触发	否
EQ-T002	罗盘	定向原息	原始	d4	1	迷路、追踪或辨路法门宣言前	只能用于查探/追踪/辨路法门	使用后消失	每场景一次	否

=== Sheet: 装备_05_装备许可 ===
装备ID	装备名	许可类型	许可对象	许可文本	生效条件	关闭条件
EQ-W001	环首刀	外功许可	刀类近身主攻	允许声明刀类近身主攻、起式、收式。	主手持握且完好	脱手、损坏、被缴械
EQ-W001	环首刀	截击许可	刀类截击	允许使用刀类截腕、挑锋、压刃类截击。	主手持握且近身	脱手、损坏、距离不合法
EQ-W002	青锋剑	应招许可	剑类拆招	允许使用剑类卸力、挑开、点刺应招。	主手持握且完好	脱手、损坏
EQ-W003	白蜡长枪	截击许可	封线拦路	允许对贴近、突入、追身类动作截击。	双手持握且目标近身/中距	脱手、损坏、被贴身纠缠
EQ-W004	藤牌	应招许可	护人承接	允许承接相邻目标线或抵消气血结果。	副手持握且完好	脱手、损坏、双手武器占用
EQ-W004	藤牌	外功许可	盾击	允许声明低伤害盾击、推距外功。	副手持握且近身	脱手、损坏
EQ-W005	袖箭	截击许可	暗器打断	允许对行气、机关、读谱、远处宣言进行暗器截击。	已装填且未暴露	耗尽、被识破、被缴械
EQ-W006	九节鞭	截击许可	缠绕夺器	允许声明缠绕、夺器、断前置截击。	主手持握且近身/中距	脱手、损坏、狭窄场景禁止
EQ-A002	软皮上甲	应招许可	轻甲卸力	允许轻甲卸力应招，抵消少量气血。	穿戴且完好	脱下、损坏
EQ-A003	锁子上甲	应招许可	重甲硬抗	允许硬抗气血结果，但可能提高迟滞风险。	穿戴且完好	脱下、损坏
EQ-A005	踏云靴	出手便行许可	移步	移步时可处理一项轻迟滞影响。	穿戴且完好	脱下、损坏
EQ-T001	火折	出手便行许可	点火/照明	点燃小物、照亮近处、处理轻冻结。	手持或可及	浸水、耗尽
EQ-T002	罗盘	法门许可	辨路查探	允许辨路、追踪、风水类查探法门。	手持且可观察环境	损坏、强磁/特殊场景压制
EQ-T003	开锁针	法门许可	机关拆锁	允许拆锁、细机关法门。	手持并接触目标	损坏、无接触、目标非锁具
EQ-T004	绳索	出手便行许可	攀爬/救人	允许攀爬一段、固定物件、拉住同伴。	绳索可及且有固定点	断裂、遗失、无固定点
EQ-T004	绳索	随手便行许可	递绳头	可把绳头丢给近处同伴，不改变主要位置记录。	绳索在手	绳索不在手或距离过远

=== Sheet: 装备_06_被动与状态 ===
装备ID	装备名	被动/状态名	触发时点	规则文本	限制	是否磨损/消耗
EQ-W004	藤牌	牌面承压	应招落果时	若藤牌抵消气血结果达到6点以上，记录磨损1级。	每次应招最多记录1级磨损	可能磨损
EQ-W005	袖箭	暗藏机关	宣言前	未暴露时，第一次暗器截击不因亮出武器而提前打开目标线。	被识破、搜身或耗尽后关闭	耗弹
EQ-A003	锁子上甲	环甲沉身	穿戴常驻	穿戴者获得强护体，但隐匿类法门的差值风险触发条件降低1档。	只作开发提示；正式条目写具体风险	不消耗
EQ-P002	朱砂护符	护符裂朱	临时气骰使用后	若朱砂阳息用于应招并抵消气血结果，护符本场景封存。	每场景一次	封存
EQ-P003	寒纹玉佩	寒纹护火	被燃烧影响时	可触发寒纹阴息；若本场景已触发，改为燃烧落果后再处理。	每场景一次	不消耗
EQ-T001	火折	怕水	入水或大雨场景	火折需要出手便行整备后才可恢复点火许可。	主持人按场景确认	可能封用

=== Sheet: 装备_07_开发者平衡 ===
装备ID	装备名	设计强度档	预期阶段	表属性价值	常规气骰价值	临时气骰价值	许可价值	限制/代价	超模风险	调整备注
EQ-W001	环首刀	C	初始	低	无	无	中	主手占用，近身限定	低	基础刀类许可样本
EQ-W002	青锋剑	B	初阶	低	无	无	中高	主手占用	中	观照+1可能影响截击，应观察
EQ-W003	白蜡长枪	B	初阶	无	无	无	高	双手占用，被贴身限制	中	距离许可价值高
EQ-W004	藤牌	B	初阶	无	无	无	高	副手占用，盾牌归武器	中	护人强，需控制抵消量
EQ-W006	九节鞭	A	中阶	低	低	无	高	操作门槛、场景限制	中高	软兵高价值，限制投放
EQ-A002	软皮上甲	B	初阶	中	无	无	低	身势-1	低	护甲上装样本
EQ-A003	锁子上甲	A	中阶	高	无	无	中	身势-2，隐匿风险	中	高护体必须有代价
EQ-A005	踏云靴	A	中阶	中	无	无	中	下装/足部件，占用下装组合	中	身势+2需检查身法流
EQ-P001	青玉戒	A	中阶	低	中	无	低	佩饰最多1件	中	佩饰气骰样本
EQ-P002	朱砂护符	A	中阶	无	无	中	中	佩饰最多1件，每场景一次	中	阳临气配合绝式可能强
EQ-T002	罗盘	B	初阶	无	无	低	中	场景限定	低	情景器具样本

=== Sheet: 装备_08_字典 ===
类别	取值	说明
统一用词	气骰	全表使用“气骰”，不用“气头”。
装备大类	武器	刀剑枪棍、暗器、软兵、盾牌等；盾牌归武器。
装备大类	护甲	护甲拆上装、下装；不含盾牌。
装备大类	佩饰	戒指、护符、玉佩、香囊、念珠等；最多同时生效1件。
装备大类	器具	火折、罗盘、开锁针、绳索等；主要给便行、法门、场景许可。
武器手位	主手	默认攻击手，适合刀剑软兵等。
武器手位	副手	盾牌、暗器、短兵等。
武器手位	双手	长枪、长棍、重兵器；通常关闭副手装备。
护甲部位	上装	上身护甲，如厚布上衣、软皮上甲、锁子上甲。
护甲部位	下装	腿足护甲，如皮护腿、踏云靴。
气骰类型	常规气骰	装备长期提供，进入气池；装备失效时移除。
气骰类型	临时气骰	进入临气区，默认使用后消失，不能调息取回。
佩饰限制	最多1件	同一角色同时只允许1件佩饰生效，特殊剧情例外。

=== Sheet: 药物_01_药物主表 ===
药物ID	药物名	类别	层级	使用时点	对象	消耗	玩家可见效果	不能做的事	获取来源	备注
DR001	金疮药	治疗	俗用	出手便行/整备	自己或相邻同伴	1份	气血+4。若目标处于濒死，不能使用本药拉起。	不能清除流血、中毒、燃烧、冻结、封穴。	市集/医馆	低阶治疗样品。
DR002	止血散	止血	俗用	出手便行/整备	自己或相邻同伴	1包	流血-2，最低降至0。	不恢复气血，不处理濒死。	医馆/行囊	效果明确，无“稳定压力”表述。
DR003	回春散	治疗止血	精良	出手便行/整备	自己或相邻同伴	1份	气血+3，流血-1。	不能清毒，不能清封穴。	医馆/门派药房	组合药，数值低于两药叠加。
DR004	解毒丸	解毒	俗用	出手便行/整备	自己或相邻同伴	1丸	中毒-2，最低降至0。	不恢复气血，不处理流血。	医馆/商队	不写“延缓一次毒发”。
DR005	清心丸	醒神	精良	出手便行/整备	自己或相邻同伴	1丸	眩晕-1；若目标有警觉状态，警觉不受影响。	不清中毒，不清封穴。	医馆/寺观	醒神药只处理明确状态。
DR006	行气散	行气	精良	宣言前/出手便行	自己	1包	获得1枚原始d4临时气骰，进入临气区；本次动作结束后消失。	该临时气骰不能通过调息取回。	药铺/江湖商人	气骰来源明确。
DR007	虎狼丸	短时增益	行家	宣言前	自己	1丸	爆发+2，获得1枚阳性d6临时气骰；持续到本次动作落果。	落果后获得迟滞1层。	黑市/军镇	有明确代价。
DR008	寒露丸	短时增益	行家	宣言前	自己	1丸	身势+2，获得1枚阴性d6临时气骰；持续到本次动作落果。	落果后冻结1层。	黑市/寒地门路	副作用明确。
DR009	麻药粉	毒药	精良	整备/宣言前	武器或食物	1包	涂于武器：下一次造成气血结果的外功额外施加迟滞1层；涂于食物：目标中毒1层。	未造成气血结果时，武器涂药在该动作落果后失效。	黑市/药铺暗货	对象和触发明确。
DR010	断肠毒	毒药	行家	整备/宣言前	武器或食物	1瓶	涂于武器：下一次造成气血结果的外功额外施加中毒2层；涂于食物：目标中毒3层。	使用者若阴阳差≥5且该动作涉及持握武器，自己中毒1层。	黑市/禁物渠道	把“风险”改为明确触发。
DR011	火油瓶	燃烧物	俗用	正式出手/器具法门	区域或人物目标	1瓶	成招后目标或小区域燃烧1层。	不能凭药物直接命中；必须通过外功、法门或器具许可成招。	市集/码头	不用“燃烧风险”，直接写燃烧层数。
DR012	续命丹	濒死药	行家	正式出手/医药法门	濒死目标	1丸	目标气血变为1，清除生印和死印。	不清除流血、中毒、封穴；目标获得迟滞1层。	高阶医馆/剧情奖励	设计强度A，不是S。
DR013	九转还阳丹	濒死神药	禁物	正式出手/医药法门	自己或同伴	1丸	气血恢复至气血上限；流血、中毒、眩晕降至0。	使用后本场景不能再次受益于濒死药。	剧情唯一/禁物	设计强度S。

=== Sheet: 药物_02_效果明细 ===
药物ID	药物名	效果类型	生效时点	明确落果	数值/层数	落果位置	是否消耗	限制
DR001	金疮药	气血恢复	落果	气血+4	+4	角色气血	是	目标非濒死
DR002	止血散	状态降低	落果	流血-2	-2层	状态栏	是	最低0
DR003	回春散	复合	落果	气血+3，流血-1	+3/-1层	气血/状态栏	是	最低0
DR004	解毒丸	状态降低	落果	中毒-2	-2层	状态栏	是	最低0
DR005	清心丸	状态降低	落果	眩晕-1	-1层	状态栏	是	最低0
DR006	行气散	临时气骰	宣言前	原始d4临时气骰×1	1枚d4	临气区	是	本次动作后消失
DR007	虎狼丸	增益+临时气骰	宣言前	爆发+2，阳性d6临时气骰×1	+2/1枚d6	表属性/临气区	是	落果后迟滞1
DR008	寒露丸	增益+临时气骰	宣言前	身势+2，阴性d6临时气骰×1	+2/1枚d6	表属性/临气区	是	落果后冻结1
DR009	麻药粉	附加状态	落果	迟滞1或中毒1	1层	状态栏	是	按对象分武器/食物
DR010	断肠毒	附加状态	落果	武器中毒2；食物中毒3	2/3层	状态栏	是	触发自伤条件时自己中毒1
DR011	火油瓶	燃烧	落果	燃烧1层	1层	状态栏/区域记录	是	须有成招入口
DR012	续命丹	濒死处理	落果	气血=1，清除生死印	气血定为1	气血/濒死记录	是	目标获得迟滞1
DR013	九转还阳丹	神药恢复	落果	气血=上限；流血/中毒/眩晕=0	恢复至上限	气血/状态栏	是	本场景濒死药受益限1次

=== Sheet: 药物_03_临时气骰 ===
药物ID	药物名	气性	骰阶	数量	进入区域	触发时点	使用后去向	是否可调息	限制
DR006	行气散	原始	d4	1	临气区	宣言前/出手便行	本次动作结束后消失	否	只用于本次动作
DR007	虎狼丸	阳	d6	1	临气区	宣言前	本次动作落果后消失	否	同时爆发+2
DR008	寒露丸	阴	d6	1	临气区	宣言前	本次动作落果后消失	否	同时身势+2

=== Sheet: 药物_04_代价限制 ===
药物ID	药物名	代价触发条件	明确代价	落果位置	备注
DR007	虎狼丸	本药对应动作落果后	迟滞1层	状态栏	不是风险描述，是固定代价
DR008	寒露丸	本药对应动作落果后	冻结1层	状态栏	不是风险描述，是固定代价
DR010	断肠毒	使用者阴阳差≥5且该动作涉及持握武器	使用者中毒1层	使用者状态栏	明确条件和明确层数
DR012	续命丹	药物落果后	目标迟滞1层	目标状态栏	濒死拉起的明确后劲

=== Sheet: 药物_05_开发者平衡 ===
药物ID	药物名	设计强度档	预期阶段	恢复价值	状态处理价值	临时气骰价值	代价	超模风险	调整备注
DR001	金疮药	C	初始	低	无	无	消耗1份	低	基础治疗
DR002	止血散	C	初始	无	低	无	消耗1包	低	状态药
DR003	回春散	B	初阶	中低	低	无	消耗1份	低	组合但克制
DR004	解毒丸	C	初始	无	中低	无	消耗1丸	低	解毒明确
DR005	清心丸	B	初阶	无	低	无	消耗1丸	低	醒神明确
DR006	行气散	B	初阶	无	无	低	消耗1包	中	临气限制为本次动作
DR007	虎狼丸	A	中阶	无	无	中	迟滞1	中	强攻药
DR008	寒露丸	A	中阶	无	无	中	冻结1	中	身法药
DR009	麻药粉	B	初阶	无	低	无	消耗1包	中	可被装备/外功放大
DR010	断肠毒	A	中阶	无	高	无	自中毒条件	高	禁用滥叠
DR011	火油瓶	B	初阶	无	中	无	消耗1瓶	中	须成招入口
DR012	续命丹	A	中高阶	高	中	无	迟滞1	中	不是S
DR013	九转还阳丹	S	神功/剧情	极高	极高	无	场景限益	高	剧情唯一

=== Sheet: 药物_06_口径字典 ===
字段/术语	采用口径
禁止模糊语	不得写“延缓一次”“稳定压力”“风险”“可能暴露”等。
明确落果	必须写具体数值、层数、区域或危机/解密变化。
燃烧处理	不写燃烧风险，写燃烧1层、2层等明确状态。
毒发处理	不写延缓毒发，写中毒层数增减或轮始气血结果。
续命丹	A档：气血变1，清生死印，带迟滞1。
S级神药	气血回上限，并清指定状态到0。
气骰写法	统一写气骰，不写气头。

=== Sheet: 坐骑_01_坐骑载具主表 ===
ID	名称	类别	层级	使用方式	载重	适用场景	基础许可	玩家可见效果	状态	获取来源	备注
MV001	驿马	坐骑	俗用	骑乘	1人+轻行囊	陆路/追逐	骑乘追逐、赶路	赶路场景中每日多行一段；追逐交锋中允许声明骑乘移步。	完好	驿站/市集	基础坐骑。
MV002	良马	坐骑	精良	骑乘	1人+中行囊	陆路/追逐	骑乘追逐、急行	追逐交锋轮始获得1枚阴性d4临时气骰，只能用于移步、追身、脱离。	完好	马市/镖局	明确临气用途。
MV003	战马	坐骑	行家	骑乘	1人+甲具	陆路/冲阵/追逐	骑乘外功、冲阵、追身	骑乘正式出手成招时，若动作包含阳槽，基础退距结果+1档；每轮限1次。	完好	军镇/门派	强但显眼。
MV004	骡子	驮兽	俗用	牵行/骑乘	2人等量货物或1人	山路/货运	负重、慢行	运输场景中负重+2格；追逐交锋中不能触发骑乘追身。	完好	市集/商队	低速高负重。
MV005	马车	载具	俗用	驾驶	4人或重货	官道/运输	载人、载货、遮蔽	同区域乘员获得遮蔽1；狭窄道路不能使用追身。	完好	车行/商队	有空间限制。
MV006	轻车	载具	精良	驾驶	2人+轻货	官道/追逐	急行、甩脱	追逐交锋中出手便行“移步”可改为前进2档；每轮限1次。	完好	车行/镖局	强位移但依赖道路。
MV007	小舟	载具	俗用	撑船/划行	2人+轻货	水路/渡河	渡河、潜近	水路场景允许跨越普通水障；追逐中不能使用陆路骑乘外功。	完好	渡口/渔家	水路基础。
MV008	乌篷船	载具	精良	操船	4人+中货	水路/隐匿/运输	水路移动、遮蔽	水路情景中乘员获得遮蔽1；查探锁定船内目标时，目标线需先打开。	完好	渡口/商会	遮蔽明确。
MV009	快船	载具	行家	操船	3人+轻货	水路/追逐	水路追逐、甩脱	水路追逐轮始获得1枚原始d6临时气骰，只能用于移位、脱离、封路。	完好	帮会/黑市	高阶水路载具。
